Temporada,Jugador,Destino,RTG,SVD (€M),Costo Real (€M),Desviación %,Clasificación
2018,Danilo,Juventus,77.0,23.4,37.0,-36.6,🟠 Ligero Sobreprecio
2018,Kostas Manolas,Napoli,69.1,18.5,36.0,-48.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Benjamin Pavard,Bayern Munich,68.7,18.6,35.0,-46.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Jules Koundé,Sevilla FC,67.4,15.4,35.0,-55.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Krzysztof Piątek,AC Milan,65.2,12.8,35.0,-63.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Ayoze Pérez,Leicester,51.4,4.0,33.4,-88.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Kerem Demirbay,Leverkusen,89.1,92.1,32.0,187.8,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Franck Kessié,AC Milan,66.4,16.4,32.0,-48.8,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Abdou Diallo,PSG,66.0,14.3,32.0,-55.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Cristian Romero,Juventus,56.6,5.6,31.5,-82.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Bryan Cristante,Roma,72.1,24.9,30.6,-18.6,🟠 Ligero Sobreprecio
2018,Mats Hummels,Dortmund,87.4,70.4,30.5,131.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Alex Iwobi,Everton,77.3,44.9,30.4,47.6,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Idrissa Gana Gueye,PSG,81.8,64.0,30.0,113.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,William,Arsenal,82.1,54.9,30.0,83.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Ismaila Sarr,Watford,62.9,10.8,30.0,-64.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,William Saliba,Arsenal,62.5,7.4,30.0,-75.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Gelson Martins,Monaco,54.7,3.8,30.0,-87.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Borja Iglesias,Real Betis,62.8,13.0,28.0,-53.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Pablo Fornals,West Ham,61.0,10.1,28.0,-64.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Ryan Sessegnon,Tottenham,37.5,0.6,27.0,-97.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Thorgan Hazard,Dortmund,79.6,52.5,25.5,106.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Nico Schulz,Dortmund,77.1,36.9,25.5,44.8,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Danny Ings,Southampton,58.2,7.8,25.1,-69.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Julian Brandt,Dortmund,91.0,113.6,25.0,354.4,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,André Gomes,Everton,68.5,19.8,25.0,-20.7,🟠 Ligero Sobreprecio
2018,Mario Hermoso,Atlético,68.2,18.4,25.0,-26.5,🟠 Ligero Sobreprecio
2018,Rony Lopes,Sevilla FC,67.9,15.0,25.0,-40.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Marko Arnautović,SH SIPG,62.8,12.9,25.0,-48.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Jean-Philippe Gbamin,Everton,63.5,11.9,25.0,-52.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Jeff Reine-Adélaïde,Lyon,53.4,3.6,25.0,-85.8,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Joachim Andersen,Lyon,69.8,21.2,24.0,-11.8,🟢 Categoría A: Tasación de Precisión
2018,Theo Hernández,AC Milan,64.8,12.1,22.8,-47.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Luca Pellegrini,Juventus,57.5,3.6,22.8,-84.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Valentino Lazaro,Inter,66.2,15.2,22.4,-32.1,🟠 Ligero Sobreprecio
2018,Luka Jović,Frankfurt,80.9,53.3,22.3,138.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Kieran Trippier,Atlético,86.4,81.4,22.0,270.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Thiago Mendes,Lyon,84.7,60.3,22.0,174.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Giovani Lo Celso,Real Betis,61.3,10.2,22.0,-53.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Luis Muriel,Atalanta,50.2,2.7,21.2,-87.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2018,Matteo Politano,Inter,69.4,22.1,21.1,5.0,🟢 Categoría A: Tasación de Precisión
2018,Paco Alcácer,Dortmund,75.9,31.3,21.0,49.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2018,Jonny Castro,Wolves,68.8,22.4,21.0,6.9,🟢 Categoría A: Tasación de Precisión
2019,Kai Havertz,Chelsea,79.7,50.1,100.0,-49.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Arthur Melo,Juventus,65.6,11.7,80.6,-85.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Victor Osimhen,Napoli,62.2,9.4,78.9,-88.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Bruno Fernandes,Man Utd,75.1,33.4,65.0,-48.6,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Miralem Pjanić,Barcelona,90.7,96.8,60.0,61.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Timo Werner,Chelsea,86.3,84.0,53.0,58.4,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Ben Chilwell,Chelsea,71.3,25.9,50.2,-48.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Thomas Partey,Arsenal,88.2,84.3,50.0,68.6,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Mauro Icardi,PSG,73.6,22.3,50.0,-55.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Nathan Aké,Man City,57.8,7.5,45.3,-83.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Diogo Jota,Liverpool,56.8,7.4,44.7,-83.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Achraf Hakimi,Inter,81.3,53.1,43.0,23.4,🔵 Negocio Favorable (Leve Gema)
2019,Dejan Kulusevski,Juventus,75.9,39.7,39.0,1.7,🟢 Categoría A: Tasación de Precisión
2019,Álvaro Morata,Atlético,65.9,15.3,35.0,-56.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Wesley Fofana,Leicester,67.7,11.9,35.0,-65.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Ferrán Torres,Man City,53.7,4.2,33.5,-87.6,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Nicolò Barella,Inter,71.9,23.1,32.5,-28.8,🟠 Ligero Sobreprecio
2019,Giovani Lo Celso,Tottenham,74.1,29.5,32.0,-7.8,🟢 Categoría A: Tasación de Precisión
2019,Nélson Semedo,Wolves,62.1,9.5,32.0,-70.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Sergio Reguilón,Tottenham,72.9,26.4,30.0,-12.1,🟢 Categoría A: Tasación de Precisión
2019,Ben Godfrey,Everton,63.9,13.9,27.5,-49.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Christian Eriksen,Inter,65.6,13.4,27.0,-50.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Patrik Schick,Leverkusen,73.0,25.1,26.5,-5.2,🟢 Categoría A: Tasación de Precisión
2019,Gabriel Dos Santos,Arsenal,73.0,21.3,26.0,-18.1,🟠 Ligero Sobreprecio
2019,Lucas Tousart,Hertha BSC,80.2,36.4,25.0,45.6,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Emre Can,Dortmund,75.2,18.1,25.0,-27.5,🟠 Ligero Sobreprecio
2019,Sander Berge,Sheff Utd,61.8,6.4,25.0,-74.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Paco Alcácer,Villarreal,43.8,0.8,25.0,-96.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Gianluca Mancini,Roma,75.0,32.7,24.0,36.2,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Stanislav Lobotka,Napoli,59.5,6.8,24.0,-71.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Krzysztof Piątek,Hertha BSC,44.5,0.9,24.0,-96.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Lucas Paquetá,Lyon,68.8,15.5,23.0,-32.5,🟠 Ligero Sobreprecio
2019,Raúl de Tomás,Espanyol,42.7,1.0,22.5,-95.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Callum Wilson,Newcastle,43.0,1.5,22.2,-93.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Thiago Alcántara,Liverpool,92.3,99.6,22.0,352.7,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Abdoulaye Doucouré,Everton,67.9,21.8,22.0,-0.8,🟢 Categoría A: Tasación de Precisión
2019,Simone Verdi,Torino,67.4,17.4,22.0,-20.8,🟠 Ligero Sobreprecio
2019,Joaquín,Sevilla FC,82.6,53.0,21.7,144.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Suso,Sevilla FC,77.8,37.0,21.7,70.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Joaquín Fernández,Sevilla FC,67.6,15.2,21.7,-30.1,🟠 Ligero Sobreprecio
2019,Jarrod Bowen,West Ham,60.9,5.9,21.3,-72.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Andrea Pinamonti,Inter,35.3,0.4,21.0,-98.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Timothy Castagne,Leicester,56.6,5.2,20.9,-75.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Edmond Tapsoba,Leverkusen,70.2,16.9,20.2,-16.2,🟠 Ligero Sobreprecio
2019,Allan,Dortmund,81.3,43.2,20.0,116.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Erling Haaland,Dortmund,73.8,25.8,20.0,29.2,🔵 Negocio Favorable (Leve Gema)
2019,Diego Llorente,Leeds,65.6,13.6,20.0,-31.9,🟠 Ligero Sobreprecio
2019,Julian Weigl,Benfica,65.4,11.2,20.0,-43.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Youssef En-Nesyri,Sevilla FC,46.1,1.6,20.0,-91.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Sofyan Amrabat,Fiorentina,69.3,20.8,19.5,6.5,🟢 Categoría A: Tasación de Precisión
2019,Andrea Pinamonti,Genoa,35.3,0.4,19.5,-98.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Raphinha,Leeds,73.4,23.4,18.6,25.9,🔵 Negocio Favorable (Leve Gema)
2019,Bertrand Traoré,Aston Villa,68.1,13.9,18.4,-24.5,🟠 Ligero Sobreprecio
2019,Aurélien Tchouaméni,Monaco,73.8,20.0,18.0,11.0,🟢 Categoría A: Tasación de Precisión
2019,Martin Braithwaite,Barcelona,44.8,1.5,18.0,-91.8,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Jordan Veretout,Roma,73.3,28.2,17.5,60.9,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Matt Doherty,Tottenham,71.5,28.5,16.8,69.9,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Andrea Petagna,Napoli,45.3,1.8,16.6,-89.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Jamal Lewis,Newcastle,63.8,13.2,16.5,-20.2,🟠 Ligero Sobreprecio
2019,Pervis Estupiñán,Villarreal,72.1,26.2,16.4,59.6,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Tomáš Souček,West Ham,65.0,12.5,16.2,-23.0,🟠 Ligero Sobreprecio
2019,Geoffrey Kondogbia,Atlético,84.8,60.2,16.0,276.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Christian Kouamé,Fiorentina,55.4,3.2,15.5,-79.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Amir Rrahmani,Napoli,59.4,8.4,15.3,-44.8,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2019,Chris Smalling,Roma,75.4,32.5,15.0,117.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Nicolás Otamendi,Benfica,73.6,28.6,15.0,90.8,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Jhon Córdoba,Hertha BSC,72.8,27.3,15.0,82.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2019,Marko Rog,Cagliari,72.9,26.1,15.0,73.7,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Jack Grealish,Man City,91.8,129.8,117.5,10.4,🟢 Categoría A: Tasación de Precisión
2020,Romelu Lukaku,Chelsea,87.6,93.5,113.0,-17.3,🟠 Ligero Sobreprecio
2020,Jadon Sancho,Man Utd,93.2,121.7,85.0,43.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Achraf Hakimi,PSG,66.8,15.9,68.0,-76.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Ben White,Arsenal,67.3,20.8,58.5,-64.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Dayot Upamecano,Bayern Munich,82.5,53.9,42.5,26.7,🔵 Negocio Favorable (Leve Gema)
2020,Tammy Abraham,Roma,60.8,9.3,41.0,-77.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Raphaël Varane,Man Utd,72.8,26.7,40.0,-33.1,🟠 Ligero Sobreprecio
2020,Fikayo Tomori,AC Milan,65.1,11.5,35.3,-67.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Rodrigo De Paul,Atlético,88.6,103.9,35.0,196.9,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Kurt Zouma,West Ham,78.1,42.7,35.0,22.0,🔵 Negocio Favorable (Leve Gema)
2020,Matheus Cunha,Atlético,69.2,20.6,35.0,-41.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Martin Ødegaard,Arsenal,69.5,14.3,35.0,-59.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Leon Bailey,Aston Villa,78.3,43.0,32.0,34.4,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Eduardo Camavinga,Real Madrid,76.4,29.8,31.0,-3.9,🟢 Categoría A: Tasación de Precisión
2020,Danny Ings,Aston Villa,58.0,8.3,29.4,-71.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Joe Willock,Newcastle,53.8,2.8,29.4,-90.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Daniel James,Leeds,39.1,0.5,29.1,-98.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Marash Kumbulla,Roma,51.5,2.8,26.5,-89.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Nicolò Rovella,Juventus,78.4,34.4,26.0,32.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Saïd Benrahma,West Ham,68.2,19.5,23.1,-15.8,🟠 Ligero Sobreprecio
2020,André Silva,Leipzig,79.8,52.2,23.0,127.2,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Sébastien Haller,Ajax,41.5,0.7,22.5,-97.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Matteo Politano,Napoli,72.4,26.0,22.1,17.6,🔵 Negocio Favorable (Leve Gema)
2020,Weston McKennie,Juventus,70.3,19.4,21.9,-11.6,🟢 Categoría A: Tasación de Precisión
2020,Boubakary Soumaré,Leicester,90.5,76.8,20.0,284.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Jhon Córdoba,Krasnodar,57.2,6.0,20.0,-69.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Eldor Shomurodov,Roma,58.2,6.8,19.8,-65.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Takehiro Tomiyasu,Arsenal,67.9,17.6,18.6,-5.4,🟢 Categoría A: Tasación de Precisión
2020,Angeliño,Leipzig,79.7,42.8,18.0,137.7,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Matheus Pereira,Al-Hilal,70.4,27.8,18.0,54.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Marc Cucurella,Brighton,59.6,8.8,18.0,-51.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,José Ángel,Leipzig,66.0,8.1,18.0,-55.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Jannik Vestergaard,Leicester,74.6,35.0,17.6,99.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Joachim Andersen,Crystal Palace,76.5,41.4,17.5,136.7,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Loïc Bade,Stade Rennais,87.6,68.2,17.0,301.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Cristiano Ronaldo,Man Utd,78.8,44.1,17.0,159.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Cristian Romero,Atalanta,74.5,30.1,17.0,77.2,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Pape Matar Sarr,Tottenham,81.3,38.7,16.9,129.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Jean-Clair Todibo,Nice,74.2,21.1,16.5,27.6,🔵 Negocio Favorable (Leve Gema)
2020,Danilo Pereira,PSG,78.7,31.1,16.0,94.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Hamed Junior Traorè,Sassuolo,62.7,10.8,16.0,-32.4,🟠 Ligero Sobreprecio
2020,Rafa Mir,Sevilla FC,50.2,3.3,16.0,-79.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Morgan Sanson,Aston Villa,57.1,3.0,15.8,-81.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Maxwel Cornet,Burnley,80.9,41.5,15.0,176.4,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Marcel Sabitzer,Bayern Munich,75.6,31.2,15.0,108.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Juan Foyth,Villarreal,72.0,20.4,15.0,36.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Gaëtan Laborde,Stade Rennais,64.5,13.2,15.0,-12.3,🟢 Categoría A: Tasación de Precisión
2020,Mohamed Simakan,Leipzig,62.7,8.0,15.0,-46.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Musa Barrow,Bologna,59.5,9.2,14.3,-35.8,🟠 Ligero Sobreprecio
2020,Sandro Tonali,AC Milan,71.4,20.0,14.3,40.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Sebastiaan Bornauw,Wolfsburg,63.1,10.4,14.1,-26.0,🟠 Ligero Sobreprecio
2020,Baptiste Santamaria,Stade Rennais,72.0,23.9,14.0,71.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Toby Alderweireld,Al-Duhail SC,60.5,9.5,13.0,-26.6,🟠 Ligero Sobreprecio
2020,Pol Lirola,Marseille,54.4,3.4,13.0,-73.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Jack Harrison,Leeds,68.3,23.9,12.8,86.7,💎 Categoría B: Ineficiencia Explotada (Gema)
